ID,Education,Income,Marital_Status,Occupation,Children,Region,Gender
13748,Bachelor's Degree,Low,Married,Manager,2,South,Male
13749,Master's Degree,Low,Married,Senior Manager,0,North,Female
13750,Bachelor's Degree,Medium,Single,Manager,0,North,Female
13751,Some College,Medium,Single,Entry Level,0,East,Female
13752,Bachelor's Degree,High,Single,Manager,3,Central,Female
13753,Bachelor's Degree,Low,Married,Manager,1,Central,Female
13754,Some College,Low,Single,Entry Level,0,South,Female
13755,Bachelor's Degree,Low,Married,Manager,3,West,Female
13756,Bachelor's Degree,High,Married,Manager,1,Central,Male
13757,Master's Degree,Low,Single,Senior Manager,0,Central,Female
13758,Master's Degree,Low,Single,Senior Manager,1,East,Male
13759,Bachelor's Degree,Low,Married,Manager,1,South,Female
13760,Bachelor's Degree,Low,Married,Manager,3,South,Male
13761,Master's Degree,Low,Married,Senior Manager,3,North,Female
13762,Bachelor's Degree,Medium,Married,Manager,1,North,Female
13763,Master's Degree,High,Divorced,Senior Manager,3,Central,Male
13764,Bachelor's Degree,Low,Single,Manager,0,East,Female
13765,Master's Degree,Low,Married,Senior Manager,1,North,Male
13766,Bachelor's Degree,Low,Married,Manager,3,East,Female
13767,High School,High,Single,Student,0,Central,Male
13768,Master's Degree,High,Single,Senior Manager,2,Central,Male
13769,Bachelor's Degree,Low,Married,Manager,0,Central,Female
13770,Master's Degree,High,Married,Senior Manager,0,North,Female
13771,Master's Degree,High,Single,Senior Manager,1,North,Male
13772,Some College,Medium,Single,Entry Level,0,North,Male
13773,Master's Degree,High,Married,Senior Manager,2,Central,Female
13774,Bachelor's Degree,High,Married,Manager,2,South,Male
13775,High School,Low,Single,Student,0,West,Male
13776,Bachelor's Degree,Low,Married,Manager,0,North,Female
13777,Master's Degree,High,Single,Senior Manager,0,East,Male
13778,Bachelor's Degree,High,Divorced,Manager,3,North,Female
13779,Bachelor's Degree,High,Married,Manager,1,North,Male
13780,Bachelor's Degree,Low,Married,Manager,2,East,Female
13781,Some College,Medium,Single,Entry Level,0,East,Female
13782,Master's Degree,Low,Married,Senior Manager,1,Central,Female
13783,High School,Low,Single,Student,0,West,Female
13784,Bachelor's Degree,Low,Married,Manager,0,Central,Female
13785,Bachelor's Degree,Low,Single,Manager,0,East,Female
13786,Bachelor's Degree,Low,Single,Manager,2,North,Male
13787,Master's Degree,Low,Married,Senior Manager,2,Central,Male
13788,Bachelor's Degree,High,Single,Manager,3,North,Female
13789,Bachelor's Degree,Medium,Married,Manager,1,Central,Male
13790,Bachelor's Degree,Medium,Married,Manager,3,North,Female
13791,Bachelor's Degree,Low,Single,Manager,0,West,Female
13792,High School,Low,Single,Student,0,North,Male
13793,Master's Degree,Low,Single,Senior Manager,0,South,Male
13794,Bachelor's Degree,Low,Married,Manager,0,North,Female
13795,Master's Degree,Medium,Married,Senior Manager,0,East,Female
13796,Bachelor's Degree,Low,Single,Manager,3,West,Male
13797,High School,Medium,Single,Student,0,South,Female
13798,Master's Degree,Low,Single,Senior Manager,1,North,Male
13799,Master's Degree,Medium,Single,Senior Manager,2,Central,Male
13800,Some College,Low,Single,Entry Level,0,North,Female
13801,Some College,Medium,Single,Entry Level,0,West,Male
13802,High School,Low,Single,Student,0,West,Male
13803,Bachelor's Degree,Low,Married,Manager,3,South,Female
13804,Master's Degree,Low,Single,Senior Manager,1,North,Male
13805,High School,Low,Single,Student,0,South,Female
13806,Bachelor's Degree,High,Married,Manager,2,South,Male
13807,Bachelor's Degree,Low,Single,Manager,1,Central,Male
13808,Master's Degree,Low,Married,Senior Manager,2,South,Male
13809,Bachelor's Degree,Low,Single,Manager,1,West,Male
13810,Bachelor's Degree,High,Single,Manager,0,West,Male
13811,Bachelor's Degree,Low,Married,Manager,1,East,Female
13812,Some College,Low,Single,Entry Level,0,South,Male
13813,Bachelor's Degree,Medium,Married,Manager,0,West,Female
13814,Master's Degree,Low,Single,Senior Manager,1,Central,Female
13815,Master's Degree,Low,Divorced,Senior Manager,1,West,Male
13816,High School,Medium,Single,Student,0,West,Female
13817,Bachelor's Degree,Low,Married,Manager,3,East,Male
13818,Master's Degree,High,Divorced,Senior Manager,3,Central,Male
13819,High School,Low,Single,Student,0,North,Male
13820,Some College,Low,Single,Entry Level,0,North,Female
13821,Some College,Low,Single,Entry Level,0,East,Male
13822,Bachelor's Degree,High,Married,Manager,1,Central,Female
13823,Bachelor's Degree,High,Married,Manager,1,East,Female
13824,Master's Degree,Low,Single,Senior Manager,0,South,Female
13825,Bachelor's Degree,Low,Married,Manager,3,West,Male
13826,Bachelor's Degree,High,Married,Manager,0,East,Male
13827,Master's Degree,Medium,Married,Senior Manager,2,Central,Female
13828,Master's Degree,Low,Married,Senior Manager,1,South,Male
13829,Some College,Low,Single,Entry Level,0,South,Female
13830,Master's Degree,Medium,Married,Senior Manager,2,Central,Female
13831,Bachelor's Degree,Low,Married,Manager,0,West,Male
13832,Bachelor's Degree,Medium,Married,Manager,2,West,Male
13833,Bachelor's Degree,Low,Married,Manager,2,North,Female
13834,Bachelor's Degree,Medium,Divorced,Manager,0,West,Male
13835,Bachelor's Degree,Low,Married,Manager,1,South,Female
13836,Master's Degree,Low,Married,Senior Manager,0,West,Male
13837,Bachelor's Degree,Low,Married,Manager,1,Central,Male
13838,Master's Degree,Low,Married,Senior Manager,1,South,Male
13839,Bachelor's Degree,Medium,Married,Manager,2,West,Male
13840,Bachelor's Degree,Low,Married,Manager,1,South,Female
13841,Master's Degree,Low,Married,Senior Manager,1,East,Male
13842,Bachelor's Degree,High,Single,Manager,1,Central,Male
13843,Master's Degree,Medium,Married,Senior Manager,0,North,Male
13844,High School,Low,Single,Student,0,Central,Female
13845,Master's Degree,Medium,Married,Senior Manager,0,Central,Male
13846,Bachelor's Degree,Medium,Married,Manager,1,East,Female
13847,Bachelor's Degree,Low,Single,Manager,0,South,Male
13848,Some College,Low,Single,Entry Level,0,West,Male
13849,Bachelor's Degree,Low,Married,Manager,1,South,Female
13850,Master's Degree,Low,Married,Senior Manager,0,East,Male
13851,Bachelor's Degree,Medium,Single,Manager,2,North,Female
13852,Master's Degree,Low,Single,Senior Manager,3,North,Female
13853,Bachelor's Degree,Low,Married,Manager,0,West,Male
13854,Master's Degree,High,Single,Senior Manager,0,South,Male
13855,Master's Degree,High,Married,Senior Manager,0,East,Male
13856,Master's Degree,Low,Divorced,Senior Manager,1,North,Female
13857,Bachelor's Degree,Low,Divorced,Manager,3,Central,Female
13858,Bachelor's Degree,Low,Married,Manager,2,Central,Female
13859,Master's Degree,Medium,Married,Senior Manager,1,Central,Female
13860,Bachelor's Degree,Low,Single,Manager,1,South,Male
13861,Bachelor's Degree,Medium,Single,Manager,1,West,Female
13862,Bachelor's Degree,Low,Married,Manager,1,South,Female
13863,High School,Low,Single,Student,0,Central,Female
13864,Master's Degree,High,Single,Senior Manager,0,West,Male
13865,High School,Low,Single,Student,0,South,Female
13866,Master's Degree,Low,Single,Senior Manager,0,West,Male
13867,Master's Degree,Low,Married,Senior Manager,0,East,Male
13868,Bachelor's Degree,Medium,Married,Manager,0,West,Male
13869,Master's Degree,Low,Single,Senior Manager,1,North,Female
13870,Master's Degree,High,Married,Senior Manager,0,West,Male
13871,High School,Medium,Single,Student,0,East,Male
13872,Master's Degree,High,Single,Senior Manager,3,South,Female
13873,Bachelor's Degree,Low,Single,Manager,1,Central,Female
13874,Master's Degree,Low,Single,Senior Manager,1,North,Male
13875,Some College,Low,Single,Entry Level,0,North,Female
13876,Master's Degree,Low,Married,Senior Manager,1,Central,Male
13877,Master's Degree,High,Married,Senior Manager,2,East,Male
13878,Master's Degree,Medium,Married,Senior Manager,2,West,Male
13879,Bachelor's Degree,High,Divorced,Manager,1,North,Female
13880,Some College,Low,Single,Entry Level,0,South,Female
13881,Master's Degree,Low,Single,Senior Manager,0,East,Male
13882,Bachelor's Degree,High,Single,Manager,0,South,Female
13883,Bachelor's Degree,High,Single,Manager,0,West,Male
13884,Bachelor's Degree,Medium,Married,Manager,0,Central,Female
13885,Master's Degree,Low,Married,Senior Manager,1,Central,Female
13886,Master's Degree,Medium,Married,Senior Manager,2,North,Female
13887,Bachelor's Degree,Low,Single,Manager,3,South,Female
13888,Master's Degree,Low,Single,Senior Manager,2,Central,Female
13889,High School,Medium,Single,Student,0,East,Female
13890,Some College,Low,Single,Entry Level,0,East,Female
13891,Bachelor's Degree,High,Single,Manager,0,West,Male
13892,Some College,Low,Single,Entry Level,0,Central,Male
13893,Bachelor's Degree,Low,Single,Manager,0,Central,Male
13894,Master's Degree,Medium,Married,Senior Manager,0,East,Male
13895,Bachelor's Degree,Low,Single,Manager,1,South,Female
13896,Master's Degree,Low,Single,Senior Manager,2,South,Male
13897,Some College,Low,Single,Entry Level,0,South,Female
13898,Some College,Medium,Single,Entry Level,0,East,Male
13899,High School,High,Single,Student,0,East,Female
13900,Master's Degree,Low,Married,Senior Manager,2,South,Male
13901,Bachelor's Degree,Low,Single,Manager,2,East,Female
13902,Bachelor's Degree,High,Divorced,Manager,3,Central,Male
13903,Bachelor's Degree,Low,Single,Manager,0,North,Female
13904,Some College,Medium,Single,Entry Level,0,North,Female
13905,Bachelor's Degree,Low,Single,Manager,1,Central,Male
13906,Bachelor's Degree,High,Single,Manager,3,Central,Female
13907,Master's Degree,High,Married,Senior Manager,1,South,Male
13908,Bachelor's Degree,Low,Married,Manager,2,East,Female
13909,Master's Degree,Low,Single,Senior Manager,2,North,Male
13910,High School,Low,Single,Student,0,East,Male
13911,Master's Degree,High,Married,Senior Manager,3,East,Female
13912,High School,High,Single,Student,0,South,Male
13913,Master's Degree,High,Married,Senior Manager,0,South,Female
13914,Some College,Low,Single,Entry Level,0,East,Male
13915,Master's Degree,Low,Single,Senior Manager,3,West,Female
13916,Master's Degree,High,Married,Senior Manager,3,North,Female
13917,Some College,Low,Single,Entry Level,0,Central,Female
13918,Bachelor's Degree,Low,Married,Manager,2,South,Female
13919,Bachelor's Degree,Medium,Married,Manager,1,West,Female
13920,Master's Degree,Medium,Married,Senior Manager,0,Central,Male
13921,Bachelor's Degree,Low,Married,Manager,3,South,Male
13922,Bachelor's Degree,Medium,Married,Manager,0,Central,Female
13923,Bachelor's Degree,Low,Married,Manager,1,Central,Male
13924,Master's Degree,High,Married,Senior Manager,3,West,Female
13925,Master's Degree,Medium,Married,Senior Manager,0,Central,Female
13926,High School,Low,Single,Student,0,North,Female
13927,Bachelor's Degree,Low,Single,Manager,2,East,Female
13928,High School,Low,Single,Student,0,East,Male
13929,Master's Degree,Medium,Divorced,Senior Manager,3,Central,Female
13930,Master's Degree,High,Single,Senior Manager,0,South,Male
13931,High School,Low,Single,Student,0,West,Female
13932,Some College,Low,Single,Entry Level,0,Central,Female
13933,Master's Degree,High,Single,Senior Manager,0,North,Female
13934,Bachelor's Degree,Medium,Single,Manager,1,East,Female
13935,Bachelor's Degree,Medium,Married,Manager,1,South,Female
13936,Master's Degree,Low,Single,Senior Manager,3,Central,Female
13937,Master's Degree,Low,Married,Senior Manager,1,North,Male
13938,Bachelor's Degree,High,Married,Manager,0,South,Female
13939,Bachelor's Degree,Low,Married,Manager,2,West,Female
13940,Bachelor's Degree,High,Married,Manager,0,North,Male
13941,Bachelor's Degree,High,Married,Manager,0,West,Male
13942,Master's Degree,High,Single,Senior Manager,0,North,Female
13943,Master's Degree,Low,Single,Senior Manager,3,North,Male
13944,Master's Degree,High,Single,Senior Manager,2,South,Female
13945,Master's Degree,Medium,Married,Senior Manager,3,Central,Female
13946,Master's Degree,Low,Married,Senior Manager,1,South,Male
13947,Master's Degree,Medium,Single,Senior Manager,3,West,Female
13948,Master's Degree,High,Married,Senior Manager,1,West,Male
13949,High School,Low,Single,Student,0,West,Male
13950,Master's Degree,Low,Married,Senior Manager,2,Central,Male
13951,Bachelor's Degree,Low,Single,Manager,1,West,Female
13952,Master's Degree,Medium,Single,Senior Manager,3,North,Male
13953,Master's Degree,High,Married,Senior Manager,0,North,Female
13954,High School,Low,Single,Student,0,North,Male
13955,Bachelor's Degree,Low,Single,Manager,0,North,Male
13956,Master's Degree,Low,Single,Senior Manager,0,North,Female
13957,Some College,Low,Single,Entry Level,0,West,Male
13958,Master's Degree,High,Married,Senior Manager,0,North,Male
13959,High School,Low,Single,Student,0,West,Female
13960,Bachelor's Degree,Low,Married,Manager,0,West,Female
13961,High School,Low,Single,Student,0,Central,Male
13962,High School,Medium,Single,Student,0,East,Female
13963,Some College,Medium,Single,Entry Level,0,West,Male
13964,Bachelor's Degree,Low,Single,Manager,2,Central,Male
13965,Master's Degree,Low,Single,Senior Manager,2,Central,Male
13966,Bachelor's Degree,Low,Single,Manager,3,North,Male
13967,Bachelor's Degree,Medium,Single,Manager,0,South,Female
13968,Master's Degree,High,Single,Senior Manager,3,South,Male
13969,Master's Degree,Low,Single,Senior Manager,1,West,Female
13970,Master's Degree,Low,Divorced,Senior Manager,0,South,Male
13971,Bachelor's Degree,Low,Married,Manager,1,East,Male
13972,Some College,Medium,Single,Entry Level,0,East,Male
13973,Some College,Medium,Single,Entry Level,0,Central,Female
13974,Bachelor's Degree,Low,Married,Manager,0,South,Male
13975,Bachelor's Degree,Medium,Married,Manager,2,East,Male
13976,Bachelor's Degree,Low,Single,Manager,2,North,Female
13977,Bachelor's Degree,Low,Single,Manager,2,North,Female
13978,High School,Low,Single,Student,0,East,Female
13979,Bachelor's Degree,Low,Married,Manager,0,North,Male
13980,Master's Degree,Medium,Married,Senior Manager,1,West,Female
13981,Master's Degree,Medium,Married,Senior Manager,0,South,Male
13982,Master's Degree,High,Married,Senior Manager,0,North,Female
13983,High School,Low,Single,Student,0,West,Male
13984,Bachelor's Degree,Low,Married,Manager,1,North,Male
13985,Bachelor's Degree,Low,Married,Manager,3,West,Female
13986,Bachelor's Degree,Medium,Married,Manager,2,West,Female
13987,Master's Degree,Medium,Married,Senior Manager,0,West,Male
13988,Bachelor's Degree,High,Married,Manager,2,East,Female
13989,Master's Degree,Low,Married,Senior Manager,0,North,Female
13990,Bachelor's Degree,Low,Married,Manager,2,East,Male
13991,Master's Degree,Low,Married,Senior Manager,0,Central,Male
13992,High School,Low,Single,Student,0,Central,Male
13993,Master's Degree,Low,Married,Senior Manager,2,East,Female
13994,High School,Low,Single,Student,0,South,Male
13995,Master's Degree,High,Married,Senior Manager,0,South,Female
13996,Bachelor's Degree,High,Married,Manager,1,East,Female
13997,Some College,Medium,Single,Entry Level,0,Central,Male
13998,Some College,Low,Single,Entry Level,0,South,Male
13999,Bachelor's Degree,Low,Single,Manager,3,West,Female
14000,Master's Degree,Medium,Single,Senior Manager,2,Central,Male
14001,Bachelor's Degree,Low,Married,Manager,2,South,Male
14002,Master's Degree,Medium,Married,Senior Manager,1,East,Male
14003,Master's Degree,Medium,Married,Senior Manager,0,East,Male
14004,Master's Degree,Low,Married,Senior Manager,1,Central,Male
14005,Master's Degree,Medium,Married,Senior Manager,0,South,Female
14006,Master's Degree,Medium,Married,Senior Manager,0,South,Male
14007,Master's Degree,Medium,Single,Senior Manager,2,East,Male
14008,Master's Degree,High,Divorced,Senior Manager,2,South,Female
14009,Bachelor's Degree,Medium,Married,Manager,0,West,Male
14010,Bachelor's Degree,Low,Single,Manager,0,North,Female
14011,Master's Degree,Medium,Married,Senior Manager,1,West,Female
14012,High School,Low,Single,Student,0,South,Male
14013,Master's Degree,High,Divorced,Senior Manager,1,East,Female
14014,Bachelor's Degree,Low,Single,Manager,3,South,Female
14015,Bachelor's Degree,Low,Married,Manager,3,Central,Female
14016,Master's Degree,Low,Single,Senior Manager,2,West,Female
14017,Bachelor's Degree,Low,Single,Manager,2,South,Male
14018,Some College,Medium,Single,Entry Level,0,West,Male
14019,Bachelor's Degree,Low,Married,Manager,1,South,Female
14020,Bachelor's Degree,Medium,Married,Manager,2,East,Female
14021,Master's Degree,Low,Single,Senior Manager,2,West,Male
14022,Bachelor's Degree,Low,Married,Manager,0,East,Male
14023,Master's Degree,Low,Single,Senior Manager,3,Central,Female
